platform,title,type,release_year,runtime,main_genre_clean,imdb_score,imdb_votes,exclusivity
Netflix,Sen Benim HerŞeyimsin,MOVIE,2016,107,comedy,6.2,2707,Netflix Exclusive
Netflix,Saawan,MOVIE,2016,90,thriller,7.3,253,Netflix Exclusive
Netflix,A Chaster Marriage,MOVIE,2016,93,comedy,5.4,874,Netflix Exclusive
Netflix,Misunderstanding,MOVIE,2015,120,action,4.3,780,Netflix Exclusive
Netflix,Eddie: Strongman,MOVIE,2015,98,documentation,7.4,1168,Netflix Exclusive
Netflix,Cedric the Entertainer: Live from the Ville,MOVIE,2016,60,comedy,6.2,696,Netflix Exclusive
Netflix,Wedding Association 2: Circumcision,MOVIE,2015,107,comedy,6.3,10439,Netflix Exclusive
Netflix,One in a Billion,MOVIE,2016,69,documentation,6.7,545,Netflix Exclusive
Netflix,Brahman Naman,MOVIE,2016,94,comedy,5.5,1901,Netflix Exclusive
Netflix,XV Beyond the Tryline,MOVIE,2016,91,documentation,6.8,76,Netflix Exclusive
Netflix,Santa Banta Pvt Ltd,MOVIE,2016,112,comedy,2.7,283,Netflix Exclusive
Netflix,Grandmother's Farm Part 2,MOVIE,2015,80,horror,5.4,61,Netflix Exclusive
Netflix,Dieter Nuhr: Nuhr in Berlin,MOVIE,2016,68,comedy,4.7,70,Netflix Exclusive
Netflix,Niyazi Gül Dörtnala,MOVIE,2015,106,comedy,4.5,3170,Netflix Exclusive
Netflix,Sila Samayangalil,MOVIE,2016,101,drama,5.8,32,Netflix Exclusive
Netflix,Love Is a Story,MOVIE,2015,107,romance,6.0,365,Netflix Exclusive
Netflix,Husband Factor,MOVIE,2015,108,comedy,6.2,5092,Netflix Exclusive
Netflix,Husband Factor: Resurrection,MOVIE,2016,108,comedy,5.3,310,Netflix Exclusive
Netflix,The Super Parental Guardians,MOVIE,2016,115,comedy,4.4,208,Netflix Exclusive
Netflix,Oloibiri,MOVIE,2015,106,thriller,5.1,183,Netflix Exclusive
Netflix,Gang of the Caribbean,MOVIE,2016,90,thriller,5.1,299,Netflix Exclusive
Netflix,Kiss of Life,MOVIE,2015,102,romance,5.9,1248,Netflix Exclusive
Netflix,Souk Bazaar,MOVIE,2015,97,comedy,5.2,1900,Netflix Exclusive
Netflix,Everything About Her,MOVIE,2016,126,drama,7.2,332,Netflix Exclusive
Netflix,Road To High & Low,MOVIE,2016,95,action,6.6,185,Netflix Exclusive
Netflix,The Arbitration,MOVIE,2016,100,drama,5.0,124,Netflix Exclusive
Netflix,The Last Egg,MOVIE,2016,95,comedy,4.8,101,Netflix Exclusive
Netflix,Jandino: Whatever it Takes,MOVIE,2016,94,comedy,4.5,30,Netflix Exclusive
Netflix,Gbomo Gbomo Express,MOVIE,2015,96,drama,5.0,50,Netflix Exclusive
Netflix,Janoskians: Untold and Untrue,MOVIE,2015,88,comedy,3.7,161,Netflix Exclusive
Netflix,Crazy Beautiful You,MOVIE,2015,115,drama,7.0,853,Netflix Exclusive
Netflix,Snervous Tyler Oakley,MOVIE,2015,82,documentation,5.4,473,Netflix Exclusive
Netflix,Sommore: The Reign Continues,MOVIE,2015,92,comedy,7.0,79,Netflix Exclusive
Netflix,Hajwala: The Missing Engine,MOVIE,2016,96,drama,2.0,255,Netflix Exclusive
Netflix,Just the Way You Are,MOVIE,2015,107,comedy,6.3,511,Netflix Exclusive
Netflix,Dedemin Fişi,MOVIE,2016,100,comedy,5.5,3524,Netflix Exclusive
Netflix,The Unmarried Wife,MOVIE,2016,130,drama,5.9,189,Netflix Exclusive
Netflix,My Stupid Boss,MOVIE,2016,106,comedy,7.1,1536,Netflix Exclusive
Netflix,The Third Party,MOVIE,2016,118,comedy,6.1,275,Netflix Exclusive
Netflix,Ojukokoro (Greed),MOVIE,2016,112,thriller,6.6,63,Netflix Exclusive
Netflix,Lakeeran,MOVIE,2016,113,drama,6.3,34,Netflix Exclusive
Netflix,Time Out,MOVIE,2015,98,drama,6.0,414,Shared
Netflix,Leave No Trace,MOVIE,2018,109,drama,7.1,58727,Netflix Exclusive
Netflix,Blade Runner 2049,MOVIE,2017,164,scifi,8.0,549712,Shared
Netflix,12 Strong,MOVIE,2018,131,drama,6.5,79980,Shared
Netflix,It,MOVIE,2017,135,horror,7.3,527626,Shared
Netflix,Wind River,MOVIE,2017,107,thriller,7.7,244463,Netflix Exclusive
Netflix,Sorry to Bother You,MOVIE,2018,111,scifi,6.9,77407,Netflix Exclusive
Netflix,Dunkirk,MOVIE,2017,107,drama,7.8,619645,Shared
Netflix,Vice,MOVIE,2018,132,comedy,7.2,139439,Netflix Exclusive
Netflix,Phantom Thread,MOVIE,2017,130,drama,7.4,130006,Netflix Exclusive
Netflix,Molly's Game,MOVIE,2017,140,drama,7.4,167955,Netflix Exclusive
Netflix,Den of Thieves,MOVIE,2018,140,thriller,7.0,110108,Netflix Exclusive
Netflix,CHiPS,MOVIE,2017,100,action,6.0,46783,Netflix Exclusive
Netflix,The Ballad of Buster Scruggs,MOVIE,2018,132,western,7.3,144294,Netflix Exclusive
Netflix,Darkest Hour,MOVIE,2017,125,drama,7.4,193208,Netflix Exclusive
Netflix,Won't You Be My Neighbor?,MOVIE,2018,95,documentation,8.4,25061,Netflix Exclusive
Netflix,The Ritual,MOVIE,2017,94,thriller,6.3,95551,Netflix Exclusive
Netflix,Okja,MOVIE,2017,122,scifi,7.3,116305,Netflix Exclusive
Netflix,Final Score,MOVIE,2018,104,action,5.7,11967,Netflix Exclusive
Netflix,Rumble: The Indians Who Rocked the World,MOVIE,2017,103,music,7.7,830,Netflix Exclusive
Netflix,The Nightingale,MOVIE,2018,136,thriller,7.3,29758,Netflix Exclusive
Netflix,Forgotten,MOVIE,2017,109,thriller,7.4,31208,Netflix Exclusive
Netflix,Backtrace,MOVIE,2018,92,crime,3.8,4453,Netflix Exclusive
Netflix,Set It Up,MOVIE,2018,105,romance,6.5,51861,Netflix Exclusive
Netflix,Crooked House,MOVIE,2017,115,drama,6.3,24033,Netflix Exclusive
Netflix,The Cloverfield Paradox,MOVIE,2018,102,horror,5.5,104068,Netflix Exclusive
Netflix,What Happened to Monday,MOVIE,2017,123,scifi,6.8,121772,Netflix Exclusive
Netflix,Gerald's Game,MOVIE,2017,104,horror,6.5,106451,Netflix Exclusive
Netflix,Roma,MOVIE,2018,135,drama,7.7,155787,Netflix Exclusive
Netflix,Adrift,MOVIE,2018,96,action,6.6,55597,Netflix Exclusive
Netflix,The Beguiled,MOVIE,2017,93,drama,6.8,21,Netflix Exclusive
Netflix,Ghostland,MOVIE,2018,91,thriller,6.4,31379,Netflix Exclusive
Netflix,The Bad Batch,MOVIE,2017,119,drama,5.2,31275,Netflix Exclusive
Netflix,Tully,MOVIE,2018,96,comedy,7.0,57576,Netflix Exclusive
Netflix,The Guernsey Literary & Potato Peel Pie Society,MOVIE,2018,124,drama,7.3,45626,Netflix Exclusive
Netflix,The Foreigner,MOVIE,2017,113,action,7.0,113338,Netflix Exclusive
Netflix,"Can't Stop, Won't Stop: A Bad Boy Story",MOVIE,2017,80,music,5.3,735,Netflix Exclusive
Netflix,Outlaw King,MOVIE,2018,121,action,6.9,70822,Netflix Exclusive
Netflix,Destination Wedding,MOVIE,2018,90,drama,6.0,29546,Netflix Exclusive
Netflix,Bird Box,MOVIE,2018,124,thriller,6.6,331070,Netflix Exclusive
Netflix,The Babysitter,MOVIE,2017,85,comedy,6.4,86953,Netflix Exclusive
Netflix,The Package,MOVIE,2018,94,comedy,5.5,17858,Netflix Exclusive
Netflix,Replicas,MOVIE,2018,94,scifi,5.5,37340,Netflix Exclusive
Netflix,Cam,MOVIE,2018,95,thriller,5.9,31542,Netflix Exclusive
Netflix,Level 16,MOVIE,2018,102,scifi,6.0,11823,Netflix Exclusive
Netflix,Abducted in Plain Sight,MOVIE,2018,91,crime,6.8,18165,Netflix Exclusive
Netflix,The Meyerowitz Stories (New and Selected),MOVIE,2017,112,comedy,6.9,48223,Netflix Exclusive
Netflix,I Don't Feel at Home in This World Anymore,MOVIE,2017,93,drama,6.9,55549,Netflix Exclusive
Netflix,Step Sisters,MOVIE,2018,104,comedy,5.4,4496,Netflix Exclusive
Netflix,The Shack,MOVIE,2017,132,drama,6.2,35748,Netflix Exclusive
Netflix,Calibre,MOVIE,2018,101,thriller,6.8,28788,Netflix Exclusive
Netflix,Apostle,MOVIE,2018,130,thriller,6.3,51890,Netflix Exclusive
Netflix,Beirut,MOVIE,2018,110,thriller,6.4,22065,Netflix Exclusive
Netflix,To All the Boys I've Loved Before,MOVIE,2018,100,comedy,7.1,101175,Netflix Exclusive
Netflix,Mirai,MOVIE,2018,94,fantasy,7.0,14983,Netflix Exclusive
Netflix,Bāhubali 2: The Conclusion,MOVIE,2017,168,fantasy,8.2,94421,Netflix Exclusive
Netflix,Berlin Syndrome,MOVIE,2017,116,horror,6.2,25149,Netflix Exclusive
Netflix,Icarus,MOVIE,2017,121,documentation,7.9,49269,Netflix Exclusive
Netflix,The Kindergarten Teacher,MOVIE,2018,96,drama,6.7,15974,Netflix Exclusive
Netflix,1922,MOVIE,2017,101,horror,6.2,62508,Netflix Exclusive
Netflix,Veronica,MOVIE,2017,105,horror,6.2,41284,Netflix Exclusive
Netflix,Little Italy,MOVIE,2018,102,romance,5.7,14829,Netflix Exclusive
Netflix,Hold the Dark,MOVIE,2018,126,thriller,5.6,36928,Netflix Exclusive
Netflix,Mute,MOVIE,2018,126,scifi,5.4,35158,Netflix Exclusive
Netflix,The Perfection,MOVIE,2018,90,horror,6.1,42403,Netflix Exclusive
Netflix,Red Joan,MOVIE,2018,101,thriller,6.4,12452,Netflix Exclusive
Netflix,Bright,MOVIE,2017,117,fantasy,6.3,185996,Netflix Exclusive
Netflix,Kodachrome,MOVIE,2017,105,drama,6.8,16821,Netflix Exclusive
Netflix,The Discovery,MOVIE,2017,102,scifi,6.2,34092,Netflix Exclusive
Netflix,Extinction,MOVIE,2018,96,scifi,5.8,52635,Netflix Exclusive
Netflix,The Book of Henry,MOVIE,2017,106,drama,6.5,27262,Netflix Exclusive
Netflix,Creep 2,MOVIE,2017,80,thriller,6.4,25671,Netflix Exclusive
Netflix,Speed Kills,MOVIE,2018,102,thriller,4.2,3244,Netflix Exclusive
Netflix,Black Mirror: Bandersnatch,MOVIE,2018,90,drama,7.1,125229,Netflix Exclusive
Netflix,The Night Comes for Us,MOVIE,2018,121,action,6.9,25839,Netflix Exclusive
Netflix,Cargo,MOVIE,2017,105,drama,6.3,43232,Shared
Netflix,When We First Met,MOVIE,2018,97,fantasy,6.4,48885,Netflix Exclusive
Netflix,Mudbound,MOVIE,2017,135,drama,7.4,47676,Netflix Exclusive
Netflix,Anon,MOVIE,2018,100,scifi,6.1,42608,Netflix Exclusive
Netflix,"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",MOVIE,2017,94,documentation,7.6,25948,Netflix Exclusive
Netflix,A-X-L,MOVIE,2018,98,scifi,5.3,11920,Netflix Exclusive
Netflix,Hell Fest,MOVIE,2018,88,horror,5.5,16976,Netflix Exclusive
Netflix,Malevolent,MOVIE,2018,89,horror,4.8,13772,Netflix Exclusive
Netflix,Happy as Lazzaro,MOVIE,2018,125,fantasy,7.5,18006,Netflix Exclusive
Netflix,Everybody Knows,MOVIE,2018,132,drama,6.9,34365,Netflix Exclusive
Netflix,22 July,MOVIE,2018,143,thriller,6.8,33609,Netflix Exclusive
Netflix,Falls Around Her,MOVIE,2018,100,drama,6.3,127,Netflix Exclusive
Netflix,Sand Castle,MOVIE,2017,113,war,6.3,23158,Netflix Exclusive
Netflix,Buster's Mal Heart,MOVIE,2017,96,drama,6.2,10490,Netflix Exclusive
Netflix,On Body and Soul,MOVIE,2017,116,drama,7.5,27504,Netflix Exclusive
Netflix,Ben Is Back,MOVIE,2018,103,drama,6.7,21735,Netflix Exclusive
Netflix,Private Life,MOVIE,2018,123,comedy,7.2,19023,Netflix Exclusive
Netflix,Mirage,MOVIE,2018,129,fantasy,7.4,54188,Netflix Exclusive
Netflix,Ravenous,MOVIE,2017,103,drama,5.8,9205,Netflix Exclusive
Netflix,RBG,MOVIE,2018,98,documentation,7.6,14182,Netflix Exclusive
Netflix,An Evening with Beverly Luff Linn,MOVIE,2018,108,crime,5.8,5457,Netflix Exclusive
Netflix,Mary Magdalene,MOVIE,2018,120,drama,5.9,10364,Netflix Exclusive
Netflix,Dumplin',MOVIE,2018,110,comedy,6.5,33689,Netflix Exclusive
Netflix,Tau,MOVIE,2018,97,scifi,5.8,31218,Netflix Exclusive
Netflix,Skins,MOVIE,2017,78,drama,6.1,5892,Netflix Exclusive
Netflix,Duck Butter,MOVIE,2018,94,comedy,5.2,3978,Netflix Exclusive
Netflix,The Zookeeper's Wife,MOVIE,2017,126,war,7.0,43091,Netflix Exclusive
Netflix,"Game Over, Man!",MOVIE,2018,100,comedy,5.4,30218,Netflix Exclusive
Netflix,Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,MOVIE,2018,74,comedy,7.1,2616,Netflix Exclusive
Netflix,Victoria & Abdul,MOVIE,2017,111,drama,6.8,35690,Netflix Exclusive
Netflix,Hampstead,MOVIE,2017,102,comedy,6.0,6449,Netflix Exclusive
Netflix,Hannah Gadsby: Nanette,MOVIE,2018,69,comedy,8.1,12375,Netflix Exclusive
Netflix,War Machine,MOVIE,2017,122,drama,6.0,46276,Netflix Exclusive
Netflix,Bad Genius,MOVIE,2017,130,comedy,7.6,20571,Netflix Exclusive
Netflix,The Kissing Booth,MOVIE,2018,105,comedy,5.9,82858,Netflix Exclusive
Netflix,The Forgiven,MOVIE,2018,115,thriller,5.9,2479,Netflix Exclusive
Netflix,King of Thieves,MOVIE,2018,108,drama,5.5,14418,Netflix Exclusive
Netflix,The Titan,MOVIE,2018,97,scifi,4.8,30698,Netflix Exclusive
Netflix,Security,MOVIE,2017,87,thriller,5.7,18943,Shared
Netflix,Mowgli: Legend of the Jungle,MOVIE,2018,105,action,6.5,61622,Netflix Exclusive
Netflix,A Futile and Stupid Gesture,MOVIE,2018,101,comedy,6.7,16158,Netflix Exclusive
Netflix,How It Ends,MOVIE,2018,113,scifi,5.0,52709,Netflix Exclusive
Netflix,Death Note,MOVIE,2017,101,horror,4.5,84119,Netflix Exclusive
Netflix,The After Party,MOVIE,2018,89,comedy,5.7,4405,Netflix Exclusive
Netflix,Perfect Bid: The Contestant Who Knew Too Much,MOVIE,2017,72,documentation,6.5,2665,Netflix Exclusive
Netflix,The Other Side of the Wind,MOVIE,2018,122,drama,6.7,7104,Netflix Exclusive
Netflix,To the Bone,MOVIE,2017,107,drama,6.8,47025,Netflix Exclusive
Netflix,Goon: Last of the Enforcers,MOVIE,2017,101,comedy,5.8,13717,Netflix Exclusive
Netflix,We the Animals,MOVIE,2018,94,drama,6.9,4303,Netflix Exclusive
Netflix,Reversing Roe,MOVIE,2018,99,documentation,7.5,1400,Netflix Exclusive
Netflix,Beyond Skyline,MOVIE,2017,105,scifi,5.3,21834,Netflix Exclusive
Netflix,The Bar,MOVIE,2017,102,horror,6.3,26370,Netflix Exclusive
Netflix,Errementari: The Blacksmith and the Devil,MOVIE,2018,98,drama,6.4,11653,Netflix Exclusive
Netflix,Illang: The Wolf Brigade,MOVIE,2018,139,action,5.9,5138,Netflix Exclusive
Netflix,Shirkers,MOVIE,2018,96,documentation,7.4,5145,Netflix Exclusive
Netflix,A Bad Moms Christmas,MOVIE,2017,104,comedy,5.6,49478,Netflix Exclusive
Netflix,Welcome Home,MOVIE,2018,97,thriller,5.2,7597,Netflix Exclusive
Netflix,Piercing,MOVIE,2018,82,thriller,5.5,7598,Netflix Exclusive
Netflix,The Outsider,MOVIE,2018,120,drama,6.2,25608,Netflix Exclusive
Netflix,Indian Horse,MOVIE,2018,96,drama,7.2,2171,Netflix Exclusive
Netflix,Andhadhun,MOVIE,2018,139,thriller,8.2,90237,Netflix Exclusive
Netflix,Unicorn Store,MOVIE,2017,92,drama,5.5,19444,Netflix Exclusive
Netflix,My Happy Family,MOVIE,2017,119,drama,7.4,3865,Netflix Exclusive
Netflix,Newness,MOVIE,2017,112,romance,6.3,16654,Netflix Exclusive
Netflix,Monster High: Electrified,MOVIE,2017,72,family,5.3,320,Netflix Exclusive
Netflix,No Escape Room,MOVIE,2018,85,thriller,5.0,4403,Netflix Exclusive
Netflix,If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,MOVIE,2018,94,documentation,7.9,1285,Netflix Exclusive
Netflix,The Week Of,MOVIE,2018,116,comedy,5.2,21855,Netflix Exclusive
Netflix,iBoy,MOVIE,2017,90,scifi,6.0,22594,Netflix Exclusive
Netflix,May the Devil Take You,MOVIE,2018,110,thriller,5.9,4249,Netflix Exclusive
Netflix,The Breaker Upperers,MOVIE,2018,82,comedy,5.9,6123,Netflix Exclusive
Netflix,What the Health,MOVIE,2017,97,documentation,7.4,28911,Netflix Exclusive
Netflix,The Long Dumb Road,MOVIE,2018,90,comedy,6.1,3220,Netflix Exclusive
Netflix,Dude,MOVIE,2018,90,comedy,5.2,6873,Netflix Exclusive
Netflix,The Debt Collector,MOVIE,2018,95,action,5.8,7541,Netflix Exclusive
Netflix,Handsome Devil,MOVIE,2017,95,drama,7.0,14290,Netflix Exclusive
Netflix,Win It All,MOVIE,2017,88,comedy,6.2,9309,Netflix Exclusive
Netflix,Tottaa Pataaka Item Maal,MOVIE,2018,107,drama,7.6,7911,Netflix Exclusive
Netflix,Joan Didion: The Center Will Not Hold,MOVIE,2017,92,documentation,7.4,2622,Netflix Exclusive
Netflix,The Incredible Jessica James,MOVIE,2017,83,romance,6.5,7667,Netflix Exclusive
Netflix,Siberia,MOVIE,2018,104,romance,4.3,15369,Netflix Exclusive
Netflix,The Resistance Banker,MOVIE,2018,124,drama,6.9,9470,Netflix Exclusive
Netflix,John Mulaney: Kid Gorgeous at Radio City,MOVIE,2018,64,comedy,7.9,7933,Netflix Exclusive
Netflix,The Saint,MOVIE,2017,92,crime,4.9,6669,Netflix Exclusive
Netflix,In Darkness,MOVIE,2018,100,thriller,5.7,13248,Netflix Exclusive
Netflix,Sierra Burgess Is a Loser,MOVIE,2018,105,romance,5.8,38841,Netflix Exclusive
Netflix,Sad Hill Unearthed,MOVIE,2017,86,documentation,7.4,1613,Netflix Exclusive
Netflix,Ibiza,MOVIE,2018,94,comedy,5.2,17517,Netflix Exclusive
Netflix,Shimmer Lake,MOVIE,2017,83,thriller,6.3,14098,Netflix Exclusive
Netflix,Hey Arnold! The Jungle Movie,MOVIE,2017,81,animation,7.5,3183,Netflix Exclusive
Netflix,Fullmetal Alchemist,MOVIE,2017,135,fantasy,5.2,19493,Netflix Exclusive
Netflix,Animal World,MOVIE,2018,125,thriller,6.4,4447,Netflix Exclusive
Netflix,Wheelman,MOVIE,2017,82,action,6.4,20351,Netflix Exclusive
Netflix,Cristela Alonzo: Lower Classy,MOVIE,2017,66,comedy,6.4,845,Netflix Exclusive
Netflix,Brain on Fire,MOVIE,2017,88,drama,6.6,21444,Netflix Exclusive
Netflix,Bleach,MOVIE,2018,108,fantasy,6.4,11406,Netflix Exclusive
Netflix,You Get Me,MOVIE,2017,89,thriller,4.7,12740,Netflix Exclusive
Netflix,"My Teacher, My Obsession",MOVIE,2018,105,thriller,4.4,2354,Netflix Exclusive
Netflix,Voyeur,MOVIE,2017,95,documentation,6.1,6097,Netflix Exclusive
Netflix,Bathtubs Over Broadway,MOVIE,2018,87,comedy,7.6,1089,Netflix Exclusive
Netflix,Psychokinesis,MOVIE,2018,101,fantasy,5.9,5643,Netflix Exclusive
Netflix,Adam Sandler: 100% Fresh,MOVIE,2018,73,comedy,7.5,5178,Netflix Exclusive
Netflix,Girl,MOVIE,2018,105,drama,7.1,14356,Netflix Exclusive
Netflix,The Polka King,MOVIE,2017,95,comedy,5.9,10568,Netflix Exclusive
Netflix,Blame!,MOVIE,2017,106,scifi,6.6,8044,Netflix Exclusive
Netflix,First They Killed My Father,MOVIE,2017,136,war,7.2,17871,Netflix Exclusive
Netflix,MFKZ,MOVIE,2018,95,scifi,6.7,4412,Netflix Exclusive
Netflix,Show Dogs,MOVIE,2018,92,comedy,3.8,4704,Netflix Exclusive
Netflix,Girlfriend's Day,MOVIE,2017,70,comedy,5.2,4381,Netflix Exclusive
Netflix,The Resurrection of Gavin Stone,MOVIE,2017,91,drama,6.2,2269,Netflix Exclusive
Netflix,One of Us,MOVIE,2017,95,documentation,7.0,6574,Netflix Exclusive
Netflix,Taylor Swift: Reputation Stadium Tour,MOVIE,2018,125,music,8.3,5435,Netflix Exclusive
Netflix,Godzilla: Planet of the Monsters,MOVIE,2017,89,scifi,6.0,8548,Netflix Exclusive
Netflix,Like Father,MOVIE,2018,103,drama,6.1,21378,Netflix Exclusive
Netflix,Fireworks,MOVIE,2017,90,drama,5.6,3147,Netflix Exclusive
Netflix,Godzilla: The Planet Eater,MOVIE,2018,91,scifi,5.0,4196,Netflix Exclusive
Netflix,Amar,MOVIE,2017,105,romance,5.1,4459,Netflix Exclusive
Netflix,Birth of the Dragon,MOVIE,2017,103,drama,5.6,8220,Netflix Exclusive
Netflix,Outside In,MOVIE,2018,109,drama,6.7,4768,Netflix Exclusive
Netflix,Lu Over the Wall,MOVIE,2017,117,animation,6.8,2269,Netflix Exclusive
Netflix,Irreplaceable You,MOVIE,2018,96,drama,6.4,9583,Netflix Exclusive
Netflix,Sandy Wexler,MOVIE,2017,130,comedy,5.2,17039,Netflix Exclusive
Netflix,Alex Strangelove,MOVIE,2018,99,comedy,6.3,17746,Netflix Exclusive
Netflix,Gaga: Five Foot Two,MOVIE,2017,100,music,7.0,12937,Netflix Exclusive
Netflix,Get Me Roger Stone,MOVIE,2017,100,documentation,7.3,7408,Netflix Exclusive
Netflix,River's Edge,MOVIE,2018,118,drama,6.2,952,Netflix Exclusive
Netflix,Animal Crackers,MOVIE,2017,105,animation,5.8,3422,Netflix Exclusive
Netflix,Mr. Roosevelt,MOVIE,2017,90,comedy,6.2,3391,Netflix Exclusive
Netflix,Clive Davis: The Soundtrack of Our Lives,MOVIE,2017,123,documentation,7.4,991,Netflix Exclusive
Netflix,Ricky Gervais: Humanity,MOVIE,2018,79,comedy,8.0,19752,Netflix Exclusive
Netflix,Lady J,MOVIE,2018,109,drama,6.8,3306,Netflix Exclusive
Netflix,The Christmas Chronicles,MOVIE,2018,104,comedy,7.0,71740,Netflix Exclusive
Netflix,The Photographer of Mauthausen,MOVIE,2018,110,thriller,6.7,10687,Netflix Exclusive
Netflix,Bill Nye: Science Guy,MOVIE,2017,95,documentation,6.5,1222,Netflix Exclusive
Netflix,Quincy,MOVIE,2018,124,music,7.6,4551,Netflix Exclusive
Netflix,Cuba and the Cameraman,MOVIE,2017,113,documentation,8.2,4859,Netflix Exclusive
Netflix,The World Is Yours,MOVIE,2018,94,comedy,6.3,4342,Netflix Exclusive
Netflix,Toc Toc,MOVIE,2017,90,comedy,6.8,18865,Netflix Exclusive
Netflix,Acts of Vengeance,MOVIE,2017,87,drama,5.7,12160,Netflix Exclusive
Netflix,Carrie Pilby,MOVIE,2017,98,drama,6.6,11694,Netflix Exclusive
Netflix,The Clapper,MOVIE,2018,89,comedy,5.1,7688,Netflix Exclusive
Netflix,Fun Mom Dinner,MOVIE,2017,81,comedy,5.3,5509,Netflix Exclusive
Netflix,The Land of Steady Habits,MOVIE,2018,98,drama,6.2,7717,Netflix Exclusive
Netflix,Okko's Inn,MOVIE,2018,94,fantasy,7.0,1856,Netflix Exclusive
Netflix,Our Souls at Night,MOVIE,2017,101,drama,6.9,13519,Netflix Exclusive
Netflix,BuyBust,MOVIE,2018,127,thriller,5.7,1902,Netflix Exclusive
Netflix,Escape from Mr. Lemoncello's Library,MOVIE,2017,69,fantasy,5.3,465,Netflix Exclusive
Netflix,I Am Jonas,MOVIE,2018,82,drama,7.0,5896,Netflix Exclusive
Netflix,MILF,MOVIE,2018,101,comedy,4.8,6223,Netflix Exclusive
Netflix,Springsteen On Broadway,MOVIE,2018,153,music,8.5,2199,Netflix Exclusive
Netflix,Solo,MOVIE,2018,100,thriller,5.0,2779,Netflix Exclusive
Netflix,Bullet Head,MOVIE,2017,94,thriller,5.4,10149,Netflix Exclusive
Netflix,Small Crimes,MOVIE,2017,95,drama,5.8,8109,Netflix Exclusive
Netflix,Unrest,MOVIE,2017,97,documentation,7.6,2904,Netflix Exclusive
Netflix,"Take the Ball, Pass the Ball",MOVIE,2018,107,documentation,7.9,3089,Netflix Exclusive
Netflix,Reprisal,MOVIE,2018,89,action,4.2,7504,Netflix Exclusive
Netflix,The Princess Switch,MOVIE,2018,101,romance,6.0,27852,Netflix Exclusive
Netflix,High Society,MOVIE,2018,119,drama,5.5,1018,Netflix Exclusive
Netflix,The Ottoman Lieutenant,MOVIE,2017,111,war,6.4,25674,Netflix Exclusive
Netflix,Whose Streets?,MOVIE,2017,90,documentation,5.5,1337,Netflix Exclusive
Netflix,The Open House,MOVIE,2018,94,thriller,3.3,34156,Netflix Exclusive
Netflix,Trevor Noah: Son of Patricia,MOVIE,2018,63,comedy,7.3,4101,Netflix Exclusive
Netflix,Little Evil,MOVIE,2017,94,horror,5.6,21421,Netflix Exclusive
Netflix,Christmas with a Prince,MOVIE,2018,90,drama,5.2,1643,Netflix Exclusive
Netflix,"Norm Macdonald: Hitler's Dog, Gossip & Trickery",MOVIE,2017,60,comedy,7.4,2868,Netflix Exclusive
Netflix,Bending the Arc,MOVIE,2017,102,documentation,8.0,337,Netflix Exclusive
Netflix,Day of the Dead: Bloodline,MOVIE,2017,90,horror,3.4,11909,Netflix Exclusive
Netflix,Retablo,MOVIE,2018,95,drama,7.5,1763,Netflix Exclusive
Netflix,John Leguizamo's Latin History for Morons,MOVIE,2018,89,comedy,7.3,808,Netflix Exclusive
Netflix,Orbiter 9,MOVIE,2017,95,drama,5.9,7738,Netflix Exclusive
Netflix,White Fang,MOVIE,2018,87,animation,6.9,3682,Netflix Exclusive
Netflix,Sand Storm,MOVIE,2017,87,drama,6.8,3492,Netflix Exclusive
Netflix,Generation Iron 3,MOVIE,2018,75,documentation,6.2,3169,Netflix Exclusive
Netflix,Jo Koy: Live from Seattle,MOVIE,2017,63,comedy,7.2,1357,Netflix Exclusive
Netflix,"Oh, Hello on Broadway",MOVIE,2017,102,comedy,7.7,3141,Netflix Exclusive
Netflix,Camarón: The Film,MOVIE,2018,104,documentation,7.5,307,Netflix Exclusive
Netflix,The Outcasts,MOVIE,2017,95,comedy,5.4,4567,Netflix Exclusive
Netflix,Gnome Alone,MOVIE,2017,85,family,5.6,3488,Netflix Exclusive
Netflix,How to Be Really Bad,MOVIE,2018,100,comedy,6.2,1152,Netflix Exclusive
Netflix,The Angel,MOVIE,2018,114,thriller,6.6,14115,Netflix Exclusive
Netflix,Father of the Year,MOVIE,2018,94,comedy,5.2,11545,Netflix Exclusive
Netflix,The B-Side: Elsa Dorfman's Portrait Photography,MOVIE,2017,76,documentation,6.7,763,Netflix Exclusive
Netflix,The Death and Life of Marsha P. Johnson,MOVIE,2017,105,documentation,7.2,2964,Netflix Exclusive
Netflix,Happy Anniversary,MOVIE,2018,78,romance,5.7,4265,Netflix Exclusive
Netflix,Dry Martina,MOVIE,2018,95,comedy,5.8,999,Netflix Exclusive
Netflix,El Camino Christmas,MOVIE,2017,89,comedy,5.7,8830,Netflix Exclusive
Netflix,The Legacy of a Whitetail Deer Hunter,MOVIE,2018,83,comedy,5.5,3924,Netflix Exclusive
Netflix,Clinical,MOVIE,2017,104,thriller,5.1,8030,Netflix Exclusive
Netflix,Godzilla: City on the Edge of Battle,MOVIE,2018,105,animation,5.8,4896,Netflix Exclusive
Netflix,My Masterpiece,MOVIE,2018,100,comedy,7.1,6162,Netflix Exclusive
